7.062421284,2.6805E-08
14.9475893,-1.787E-09
23.04471742,1.16155E-08
31.29065567,2.6805E-08
38.38084158,3.12725E-08
45.07187838,-1.787E-09
51.4418509,1.87635E-08
59.28244565,-8.935E-09
67.08903893,8.935E-09
73.46837429,2.5018E-08
81.32715913,-2.58597E-22
88.29837073,2.76985E-08
95.4070818,-6.2545E-09
102.7753225,1.9657E-08
109.7866472,-1.4296E-08
118.8940291,-1.0722E-08
125.4032611,1.6083E-08
133.0014988,-9.8285E-09
140.2998636,1.16155E-08
146.993288,2.76985E-08
154.1032052,9.8285E-09
161.30226,3.3953E-08
168.0906544,-5.41493E-22
176.0677858,2.6805E-08
183.127767,-5.80474E-22
190.8211108,3.12725E-08
197.0745499,2.6805E-09
203.2187528,3.2166E-08
210.3979766,-1.16155E-08
219.0983344,4.4675E-09
226.4587809,2.23375E-08
234.1528591,2.6805E-09
240.3713664,2.6805E-08
248.1647781,-8.0415E-09
255.0278848,1.69765E-08
262.1523179,-8.935E-09
269.0826386,2.05505E-08
275.5949981,3.2166E-08
282.9158336,-8.44345E-22
289.3011759,3.48465E-08
296.7688622,7.148E-09
305.0939662,2.05505E-08
312.0535162,8.0415E-09
319.7947839,3.30595E-08
326.8260285,-1.787E-09
334.2434751,2.3231E-08
342.5815787,-1.34025E-08
349.7536804,4.4675E-09
355.8496743,-1.51895E-08
362.5655596,-7.148E-09
368.5364868,3.574E-09
375.7060862,1.9657E-08
382.2866408,-7.148E-09
389.6390334,8.935E-09
396.6091349,3.12725E-08
403.5181064,-8.935E-10
410.1613739,2.6805E-08
418.0377795,8.935E-09
425.7428232,2.5018E-08
432.6413378,3.12725E-08
438.9111148,-1.34025E-08
445.2405226,7.148E-09
452.2720089,2.76985E-08
459.661268,2.6805E-09
467.4473865,3.0379E-08
473.921271,5.361E-09
481.1625241,1.34025E-08
486.7642964,3.3953E-08
493.6924324,-3.574E-09
500.8562021,2.6805E-08
509.2271161,-1.34025E-08
514.76869,2.05505E-08
520.9230946,-1.51895E-08
528.7991741,1.787E-09
537.5255911,2.41245E-08
544.959428,-1.16155E-08
552.4718824,7.148E-09
559.057239,-1.34025E-08
566.88446,8.935E-09
574.2920656,2.59115E-08
580.1632412,-8.0415E-09
586.3218885,1.16155E-08
593.5449796,2.8592E-08
600.7171298,1.787E-09
608.7722549,2.05505E-08
615.7701258,-1.787E-08
622.9972102,-8.935E-09
629.3068207,1.787E-08
636.999239,2.94855E-08
644.6742593,-1.4296E-08
650.5121705,6.2545E-09
657.9433263,3.12725E-08
664.8914042,4.4675E-09
672.9177978,2.59115E-08
680.6648602,-3.574E-09
687.5085725,1.9657E-08
695.8275791,-1.0722E-08
703.0139775,1.6083E-08
709.7546853,3.30595E-08
717.1611656,-6.2545E-09
724.1788999,3.2166E-08
731.5090094,-9.8285E-09
737.7335714,2.8592E-08
744.077457,-1.2509E-08
750.4784722,2.6805E-09
759.3946504,2.76985E-08
768.0692891,-8.935E-10
774.0707733,3.3953E-08
780.2764682,1.4296E-08
787.3003066,3.0379E-08
794.6129987,-1.787E-09
802.2301664,1.51895E-08
809.53901,2.6805E-08
817.3731786,-4.4675E-09
825.342468,1.69765E-08
833.0817317,2.5018E-08
839.010341,4.4675E-09
847.2579169,2.3231E-08
856.0196594,3.3953E-08
863.2860735,-1.6083E-08
869.8540411,5.361E-09
876.8671518,2.41245E-08
882.2588459,-1.51895E-08
888.9680616,-1.16155E-08
896.1945002,7.148E-09
902.8466927,1.6083E-08
910.9571856,3.12725E-08
918.1087209,1.2509E-08
925.4230144,-1.6083E-08
932.923976,1.0722E-08
939.3123742,2.59115E-08
945.2270946,-6.2545E-09
951.3096622,1.787E-08
958.8302581,-2.6805E-09
967.3126177,-2.99109E-21
975.2462323,1.6083E-08
981.4100836,-1.787E-08
990.4077962,1.34025E-08
998.3417475,-1.16155E-08
1005.3006,1.51895E-08
1011.336112,2.94855E-08
1020.002347,1.34025E-08
1028.464581,3.2166E-08
1034.54319,9.8285E-09
1041.775999,3.3953E-08
1047.918605,-8.0415E-09
1053.553065,1.51895E-08
1061.706354,3.2166E-08
1069.019798,-9.8285E-09
1076.148668,1.4296E-08
1083.132783,-1.2509E-08
1089.528602,-3.39764E-21
1096.176106,-1.2509E-08
1102.033277,2.5018E-08
1109.390352,4.4675E-09
1116.015049,2.76985E-08
1122.097715,7.148E-09
1128.080751,3.30595E-08
1135.992423,2.6805E-09
1142.093116,2.1444E-08
1149.190726,-8.935E-09
1155.546442,7.148E-09
1162.349352,3.2166E-08
1168.652806,5.361E-09
1175.110144,2.1444E-08
1183.124187,2.6805E-09
1190.400936,-1.69765E-08
1198.67047,8.0415E-09
1206.69029,2.8592E-08
1214.787032,3.574E-09
1222.466847,2.5018E-08
1230.761794,3.3953E-08
1237.57383,5.361E-09
1245.63219,2.5018E-08
1251.902936,-8.0415E-09
1258.813729,1.69765E-08
1265.647659,-7.148E-09
1273.279698,9.8285E-09
1279.679561,-1.4296E-08
1287.659758,-8.0415E-09
1294.234966,1.69765E-08
1301.629401,-7.148E-09
1309.364028,4.4675E-09
1316.443206,-1.69765E-08
1322.846046,9.8285E-09
1330.584575,-1.0722E-08
1337.788315,7.148E-09
1345.060619,-1.787E-08
1353.323296,1.0722E-08
